[INITIAL]
100	100	40	40
[GRIDENEMIES]
# **** GOOMBA ****
# type x y ani_set cellx celly typeGoombaColor

# goomba mini
311	2100	780	4	21	7	3	800
311	2100	780	4	21	7	3	800
311	2100	780	4	21	7	3	800

# goomba big
3	870	800	4	8	8	0	100
3	1020	780	4	10	7	2	100

3	1680	800	4	16	8	0	100
3	1750	800	4	17	8	0	100

3	2300	780	4	23	7	3	800

# **** KOOPA ****
2	300	780	3	2	7	1
2	608	690	3	6	6	0
2	810	780	3	8	7	1
2	1672	700	3	16	7	0

2	1936	780	3	19	7	1

# **** KOOPA Hammer****
#210	300	770	210	3	7	0

[OBJECTITEM]

## BOOMERANG BRO
39	350	780	336	3	7
39	350	780	336	3	7
38	400	780	335	4	7
38	1400	780	335	14	7
#38	1400	780	335	14	7


# FIRE PLANT	
#16	360	369	333	3	3
#16	1865	369	333	18	3

# FIRE BULLET
#17	360	369	902	3	3
#17	1865	369	902	18	3

# PIRANHA PLANT
#22	1800	383	334	18	3

# ** Road **
2	0	816	11	0	8	1
2	16	816	11	0	8	1
2	32	816	11	0	8	1
2	48	816	11	0	8	1
2	64	816	11	0	8	1
2	80	816	11	0	8	1
2	96	816	11	0	8	1
2	112	816	11	1	8	1
2	128	816	11	1	8	1
2	144	816	11	1	8	1
2	160	816	11	1	8	1
2	176	816	11	1	8	1
2	192	816	11	1	8	1

2	208	816	11	2	8	1
2	224	816	11	2	8	1
2	240	816	11	2	8	1
2	256	816	11	2	8	1
2	272	816	11	2	8	1
2	288	816	11	2	8	1
2	304	816	11	3	8	1
2	320	816	11	3	8	1
2	336	816	11	3	8	1
2	352	816	11	3	8	1
2	368	816	11	3	8	1
2	384	816	11	3	8	1
2	400	816	11	4	8	1
2	416	816	11	4	8	1
2	432	816	11	4	8	1
2	448	816	11	4	8	1
2	464	816	11	4	8	1
2	480	816	11	4	8	1
2	496	816	11	4	8	1
2	512	816	11	5	8	1
2	528	816	11	5	8	1
2	544	816	11	5	8	1
2	560	816	11	5	8	1
2	576	816	11	5	8	1
2	592	816	11	5	8	1
2	608	816	11	6	8	1

#13	624	816	13	6	8	1
2	624	816	11	6	8	1
2	640	816	11	6	8	1
2	656	816	11	6	8	1
2	672	816	11	6	8	1
2	688	816	11	6	8	1

2	704	816	11	7	8	1
2	720	816	11	7	8	1
2	736	816	11	7	8	1
2	752	816	11	7	8	1
2	768	816	11	7	8	1
2	784	816	11	7	8	1
2	800	816	11	8	8	1
2	816	816	11	8	8	1
2	832	816	11	8	8	1
2	848	816	11	8	8	1
2	864	816	11	8	8	1
2	880	816	11	8	8	1
2	896	816	11	8	8	1
2	912	816	11	9	8	1
2	928	816	11	9	8	1
2	944	816	11	9	8	1
2	960	816	11	9	8	1
2	976	816	11	9	8	1
2	992	816	11	9	8	1

2	1008	816	11	10	8	1
2	1024	816	11	10	8	1
2	1040	816	11	10	8	1
2	1056	816	11	10	8	1
2	1072	816	11	10	8	1
2	1088	816	11	10	8	1

2	1104	816	11	11	8	1
2	1120	816	11	11	8	1
2	1136	816	11	11	8	1
2	1152	816	11	11	8	1
2	1168	816	11	11	8	1
2	1184	816	11	11	8	1

2	1200	816	11	12	8	1
2	1216	816	11	12	8	1
2	1232	816	11	12	8	1
2	1248	816	11	12	8	1
2	1264	816	11	12	8	1

2	1296	816	11	12	8	1
2	1312	816	11	13	8	1
2	1328	816	11	13	8	1
2	1344	816	11	13	8	1
2	1360	816	11	13	8	1
2	1376	816	11	13	8	1
2	1392	816	11	13	8	1
2	1408	816	11	14	8	1
2	1424	816	11	14	8	1
2	1440	816	11	14	8	1
2	1456	816	11	14	8	1

# doan cuoi
2	1488	816	11	14	8	1
#13	1536	816	13	15	8	1
2	1504	816	11	15	8	1
2	1520	816	11	15	8	1
2	1536	816	11	15	8	1
2	1552	816	11	15	8	1
2	1568	816	11	15	8	1
2	1584	816	11	15	8	1
2	1600	816	11	16	8	1
2	1616	816	11	16	8	1
2	1632	816	11	16	8	1
2	1648	816	11	16	8	1
#13	1664	816	13	16	8	1
2	1664	816	11	16	8	1
2	1680	816	11	16	8	1
2	1696	816	11	16	8	1
2	1712	816	11	17	8	1
2	1728	816	11	17	8	1
2	1744	816	11	17	8	1
2	1760	816	11	17	8	1
